"raw_name","clean_name","query_name","name_category","n_distinct_groups","group_conflict","taxa_group","usageKey","scientificName","canonicalName","rank","code","status","type","formattedName","matchType","confidence","timeTaken","domain","kingdom","phylum","subphylum","infraphylum","parvphylum","megaclass","class","domainKey","kingdomKey","phylumKey","subphylumKey","infraphylumKey","parvphylumKey","megaclassKey","classKey","value","verbatim_name","verbatim_kingdom","verbatim_phylum","verbatim_class","verbatim_checklistKey","is_alternative","authorship","genericName","specificEpithet","order","family","subfamily","genus","species","orderKey","familyKey","subfamilyKey","genusKey","speciesKey","infraspecificEpithet","subspecies","subspeciesKey","acceptedUsageKey","acceptedScientificName","note","superorder","superorderKey","form","formKey","suborder","infraorder","suborderKey","infraorderKey","subclass","infraclass","subclassKey","infraclassKey","infragenericEpithet","tribe","subgenus","tribeKey","subgenusKey","superfamily","superfamilyKey","series_zoology","supertribe","subtribe","series_zoologyKey","supertribeKey","subtribeKey","is_synonym","final_usageKey","coarsest_rank","match_status"
"Amazilia amazilia","Amazilia amazilia","Amazilia amazilia","full_name",1,FALSE,"bird","8HTKY","Amazilia amazilia (R. Lesson & Garnot, 1827)","Amazilia amazilia","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Amazilia</i> <i>amazilia</i> (R. Lesson & Garnot, 1827)","EXACT",100,15,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Amazilia amazilia",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(R. Lesson & Garnot, 1827)","Amazilia","amazilia","Apodiformes","Trochilidae","Trochilinae","Amazilis","Amazilis amazilia","Q9","HHZ","KGD","8K2XZ","8KQKN",NA,NA,NA,"8KQKN","Amazilis amazilia (R. Lesson & Garnot, 1827)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"8KQKN","class","matched"
"Amazilia beryllina","Amazilia beryllina","Amazilia beryllina","full_name",1,FALSE,"bird","8HTKZ","Amazilia beryllina (Deppe, 1830)","Amazilia beryllina","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Amazilia</i> <i>beryllina</i> (Deppe, 1830)","EXACT",100,13,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Amazilia beryllina",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Deppe, 1830)","Amazilia","beryllina","Apodiformes","Trochilidae","Trochilinae","Saucerottia","Saucerottia beryllina","Q9","HHZ","KGD","8K3ZQ","8KQ6M",NA,NA,NA,"8KQ6M","Saucerottia beryllina (Deppe, 1830)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"8KQ6M","class","matched"
"Amazilia cyanocephala","Amazilia cyanocephala","Amazilia cyanocephala","full_name",1,FALSE,"bird","8HTL9","Amazilia cyanocephala (R. Lesson, 1830)","Amazilia cyanocephala","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Amazilia</i> <i>cyanocephala</i> (R. Lesson, 1830)","EXACT",100,15,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Amazilia cyanocephala",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(R. Lesson, 1830)","Amazilia","cyanocephala","Apodiformes","Trochilidae","Trochilinae","Saucerottia","Saucerottia cyanocephala","Q9","HHZ","KGD","8K3ZQ","8KQ8P",NA,NA,NA,"8KQ8P","Saucerottia cyanocephala (R. Lesson, 1830)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"8KQ8P","class","matched"
"Amazilia luciae","Amazilia luciae","Amazilia luciae","full_name",1,FALSE,"bird","CKDL","Amazilia luciae (Lawrence, 1868)","Amazilia luciae","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> <i>luciae</i> (Lawrence, 1868)","EXACT",100,18,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazilia luciae",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Lawrence, 1868)","Amazilia","luciae","Apodiformes","Trochilidae","Trochilinae","Amazilia","Amazilia luciae","Q9","HHZ","KGD","TBX","CKDL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKDL","class","matched"
"Amazilia rutila","Amazilia rutila","Amazilia rutila","full_name",1,FALSE,"bird","CKDP","Amazilia rutila (Delattre, 1843)","Amazilia rutila","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> <i>rutila</i> (Delattre, 1843)","EXACT",100,5,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazilia rutila",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Delattre, 1843)","Amazilia","rutila","Apodiformes","Trochilidae","Trochilinae","Amazilia","Amazilia rutila","Q9","HHZ","KGD","TBX","CKDP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKDP","class","matched"
"Amazilia rutilia","Amazilia rutilia","Amazilia rutilia","full_name",1,FALSE,"bird","CKDP","Amazilia rutila (Delattre, 1843)","Amazilia rutila","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> <i>rutila</i> (Delattre, 1843)","VARIANT",99,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazilia rutilia",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Delattre, 1843)","Amazilia","rutila","Apodiformes","Trochilidae","Trochilinae","Amazilia","Amazilia rutila","Q9","HHZ","KGD","TBX","CKDP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKDP","class","matched"
"Amazilia saucerrottei","Amazilia saucerrottei","Amazilia saucerrottei","full_name",1,FALSE,"bird","8HTLP","Amazilia saucerrottei (Delattre & Bourcier, 1846)","Amazilia saucerrottei","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Amazilia</i> <i>saucerrottei</i> (Delattre & Bourcier, 1846)","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Amazilia saucerrottei",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Delattre & Bourcier, 1846)","Amazilia","saucerrottei","Apodiformes","Trochilidae","Trochilinae","Saucerottia","Saucerottia saucerottei","Q9","HHZ","KGD","8K3ZQ","8KQG6",NA,NA,NA,"8KQG6","Saucerottia saucerottei (Delattre & Bourcier, 1846)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"8KQG6","class","matched"
"Amazilia sp.","Amazilia sp.","Amazilia","higher_rank_expected",1,FALSE,"bird","TBX","Amazilia R. Lesson, 1843","Amazilia","GENUS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> R. Lesson, 1843","EXACT",98,33,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazilia",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"R. Lesson, 1843",NA,NA,"Apodiformes","Trochilidae","Trochilinae","Amazilia",NA,"Q9","HHZ","KGD","TBX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"TBX","class","matched"
"Amazilia tobaci","Amazilia tobaci","Amazilia tobaci","full_name",1,FALSE,"bird","8HTLR","Amazilia tobaci (J. F. Gmelin, 1788)","Amazilia tobaci","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Amazilia</i> <i>tobaci</i> (J. F. Gmelin, 1788)","EXACT",100,5,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Amazilia tobaci",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(J. F. Gmelin, 1788)","Amazilia","tobaci","Apodiformes","Trochilidae","Trochilinae","Saucerottia","Saucerottia tobaci","Q9","HHZ","KGD","8K3ZQ","8KQBZ",NA,NA,NA,"8KQBZ","Saucerottia tobaci (J. F. Gmelin, 1788)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"8KQBZ","class","matched"
"Amazilia tzacatl","Amazilia tzacatl","Amazilia tzacatl","full_name",1,FALSE,"bird","CKDS","Amazilia tzacatl (de la Llave, 1833)","Amazilia tzacatl","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> <i>tzacatl</i> (de la Llave, 1833)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazilia tzacatl",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(de la Llave, 1833)","Amazilia","tzacatl","Apodiformes","Trochilidae","Trochilinae","Amazilia","Amazilia tzacatl","Q9","HHZ","KGD","TBX","CKDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKDS","class","matched"
"Amazilia violiceps","Amazilia violiceps","Amazilia violiceps","full_name",1,FALSE,"bird","8HTLV","Amazilia violiceps (Gould, 1859)","Amazilia violiceps","SPECIES","ZOOLOGICAL","SYNONYM","SCIENTIFIC","<i>Amazilia</i> <i>violiceps</i> (Gould, 1859)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",TRUE,"Amazilia violiceps",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Gould, 1859)","Amazilia","violiceps","Apodiformes","Trochilidae","Trochilinae","Leucolia","Leucolia violiceps","Q9","HHZ","KGD","8K3RF","8KQ2Z",NA,NA,NA,"8KQ2Z","Leucolia violiceps (Gould, 1859)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"8KQ2Z","class","matched"
"Amazilia yucatanensis","Amazilia yucatanensis","Amazilia yucatanensis","full_name",1,FALSE,"bird","CKDZ","Amazilia yucatanensis (S. Cabot, 1845)","Amazilia yucatanensis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> <i>yucatanensis</i> (S. Cabot, 1845)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazilia yucatanensis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(S. Cabot, 1845)","Amazilia","yucatanensis","Apodiformes","Trochilidae","Trochilinae","Amazilia","Amazilia yucatanensis","Q9","HHZ","KGD","TBX","CKDZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKDZ","class","matched"
"Amazillia rutila","Amazillia rutila","Amazillia rutila","full_name",1,FALSE,"bird","CKDP","Amazilia rutila (Delattre, 1843)","Amazilia rutila","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazilia</i> <i>rutila</i> (Delattre, 1843)","VARIANT",93,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazillia rutila",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Delattre, 1843)","Amazilia","rutila","Apodiformes","Trochilidae","Trochilinae","Amazilia","Amazilia rutila","Q9","HHZ","KGD","TBX","CKDP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKDP","class","matched"
"Amazona albifrons","Amazona albifrons","Amazona albifrons","full_name",1,FALSE,"bird","5TZRX","Amazona albifrons (Sparrman, 1788)","Amazona albifrons","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>albifrons</i> (Sparrman, 1788)","EXACT",100,9,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona albifrons",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Sparrman, 1788)","Amazona","albifrons","Psittaciformes","Psittacidae",NA,"Amazona","Amazona albifrons","3X7","FBD",NA,"TC4","5TZRX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5TZRX","class","matched"
"Amazona auropalliata","Amazona auropalliata","Amazona auropalliata","full_name",1,FALSE,"bird","65ZS9","Amazona auropalliata (R. Lesson, 1842)","Amazona auropalliata","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>auropalliata</i> (R. Lesson, 1842)","EXACT",100,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona auropalliata",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(R. Lesson, 1842)","Amazona","auropalliata","Psittaciformes","Psittacidae",NA,"Amazona","Amazona auropalliata","3X7","FBD",NA,"TC4","65ZS9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"65ZS9","class","matched"
"Amazona autumnalis","Amazona autumnalis","Amazona autumnalis","full_name",1,FALSE,"bird","5TZSB","Amazona autumnalis (Linnaeus, 1758)","Amazona autumnalis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>autumnalis</i> (Linnaeus, 1758)","EXACT",100,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona autumnalis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Linnaeus, 1758)","Amazona","autumnalis","Psittaciformes","Psittacidae",NA,"Amazona","Amazona autumnalis","3X7","FBD",NA,"TC4","5TZSB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5TZSB","class","matched"
"Amazona farinosa","Amazona farinosa","Amazona farinosa","full_name",1,FALSE,"bird","5TZSG","Amazona farinosa (Boddaert, 1783)","Amazona farinosa","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>farinosa</i> (Boddaert, 1783)","EXACT",100,9,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona farinosa",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Boddaert, 1783)","Amazona","farinosa","Psittaciformes","Psittacidae",NA,"Amazona","Amazona farinosa","3X7","FBD",NA,"TC4","5TZSG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5TZSG","class","matched"
"Amazona finschi","Amazona finschi","Amazona finschi","full_name",1,FALSE,"bird","5TZSD","Amazona finschi (P. L. Sclater, 1864)","Amazona finschi","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>finschi</i> (P. L. Sclater, 1864)","EXACT",100,8,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona finschi",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(P. L. Sclater, 1864)","Amazona","finschi","Psittaciformes","Psittacidae",NA,"Amazona","Amazona finschi","3X7","FBD",NA,"TC4","5TZSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5TZSD","class","matched"
"Amazona ochrocephala","Amazona ochrocephala","Amazona ochrocephala","full_name",1,FALSE,"bird","CKF2","Amazona ochrocephala (J. F. Gmelin, 1788)","Amazona ochrocephala","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>ochrocephala</i> (J. F. Gmelin, 1788)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona ochrocephala",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(J. F. Gmelin, 1788)","Amazona","ochrocephala","Psittaciformes","Psittacidae",NA,"Amazona","Amazona ochrocephala","3X7","FBD",NA,"TC4","CKF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKF2","class","matched"
"Amazona oratrix","Amazona oratrix","Amazona oratrix","full_name",1,FALSE,"bird","CKF3","Amazona oratrix Ridgway, 1887","Amazona oratrix","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>oratrix</i> Ridgway, 1887","EXACT",100,5,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona oratrix",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Ridgway, 1887","Amazona","oratrix","Psittaciformes","Psittacidae",NA,"Amazona","Amazona oratrix","3X7","FBD",NA,"TC4","CKF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKF3","class","matched"
"Amazona sp.","Amazona sp.","Amazona","higher_rank_expected",1,FALSE,"bird","TC4","Amazona R. Lesson, 1830","Amazona","GENUS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> R. Lesson, 1830","EXACT",98,42,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"R. Lesson, 1830",NA,NA,"Psittaciformes","Psittacidae",NA,"Amazona",NA,"3X7","FBD",NA,"TC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"TC4","class","matched"
"Amazona viridigenalis","Amazona viridigenalis","Amazona viridigenalis","full_name",1,FALSE,"bird","5TZTP","Amazona viridigenalis (Cassin, 1853)","Amazona viridigenalis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>viridigenalis</i> (Cassin, 1853)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona viridigenalis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Cassin, 1853)","Amazona","viridigenalis","Psittaciformes","Psittacidae",NA,"Amazona","Amazona viridigenalis","3X7","FBD",NA,"TC4","5TZTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5TZTP","class","matched"
"Amazona vittata","Amazona vittata","Amazona vittata","full_name",1,FALSE,"bird","CKFB","Amazona vittata (Boddaert, 1783)","Amazona vittata","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>vittata</i> (Boddaert, 1783)","EXACT",100,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona vittata",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Boddaert, 1783)","Amazona","vittata","Psittaciformes","Psittacidae",NA,"Amazona","Amazona vittata","3X7","FBD",NA,"TC4","CKFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKFB","class","matched"
"Amazona xantholora","Amazona xantholora","Amazona xantholora","full_name",1,FALSE,"bird","CKFC","Amazona xantholora (G. R. Gray, 1859)","Amazona xantholora","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazona</i> <i>xantholora</i> (G. R. Gray, 1859)","EXACT",100,9,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazona xantholora",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(G. R. Gray, 1859)","Amazona","xantholora","Psittaciformes","Psittacidae",NA,"Amazona","Amazona xantholora","3X7","FBD",NA,"TC4","CKFC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKFC","class","matched"
"Amazonetta brasiliensis","Amazonetta brasiliensis","Amazonetta brasiliensis","full_name",1,FALSE,"bird","CKFW","Amazonetta brasiliensis (J. F. Gmelin, 1789)","Amazonetta brasiliensis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amazonetta</i> <i>brasiliensis</i> (J. F. Gmelin, 1789)","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amazonetta brasiliensis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(J. F. Gmelin, 1789)","Amazonetta","brasiliensis","Anseriformes","Anatidae",NA,"Amazonetta","Amazonetta brasiliensis","PQ","9H6K5",NA,"6297K","CKFW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKFW","class","matched"
"Amblycercus holosericeus","Amblycercus holosericeus","Amblycercus holosericeus","full_name",1,FALSE,"bird","CLJC","Amblycercus holosericeus (Deppe, 1830)","Amblycercus holosericeus","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Amblycercus</i> <i>holosericeus</i> (Deppe, 1830)","EXACT",100,13,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Amblycercus holosericeus",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Deppe, 1830)","Amblycercus","holosericeus","Passeriformes","Icteridae",NA,"Amblycercus","Amblycercus holosericeus","3RL","BCZ",NA,"TFQ","CLJC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLJC","class","matched"
