"raw_name","clean_name","query_name","name_category","n_distinct_groups","group_conflict","taxa_group","usageKey","scientificName","canonicalName","rank","code","status","type","formattedName","matchType","confidence","timeTaken","domain","kingdom","phylum","subphylum","infraphylum","parvphylum","megaclass","class","domainKey","kingdomKey","phylumKey","subphylumKey","infraphylumKey","parvphylumKey","megaclassKey","classKey","value","verbatim_name","verbatim_kingdom","verbatim_phylum","verbatim_class","verbatim_checklistKey","is_alternative","authorship","genericName","specificEpithet","order","family","subfamily","genus","species","orderKey","familyKey","subfamilyKey","genusKey","speciesKey","infraspecificEpithet","subspecies","subspeciesKey","acceptedUsageKey","acceptedScientificName","note","superorder","superorderKey","form","formKey","suborder","infraorder","suborderKey","infraorderKey","subclass","infraclass","subclassKey","infraclassKey","infragenericEpithet","tribe","subgenus","tribeKey","subgenusKey","superfamily","superfamilyKey","series_zoology","supertribe","subtribe","series_zoologyKey","supertribeKey","subtribeKey","is_synonym","final_usageKey","coarsest_rank","match_status"
"A. americana","A. americana","A. americana","full_name",1,FALSE,"bird","V2","Aves","Mareca americana","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,10,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"A. americana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"3Y3C6","class","manual"
"A. discors","A. discors","A. discors","full_name",1,FALSE,"bird","V2","Aves","Spatula discors","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,1,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"A. discors",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"9HKHF","class","manual"
"A. oratrix","A. oratrix","A. oratrix","full_name",1,FALSE,"bird","V2","Aves","Amazona oratrix","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,1,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"A. oratrix",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CKF3","class","manual"
"A. rubripes","A. rubripes","A. rubripes","full_name",1,FALSE,"bird","V2","Aves","Anas rubripes","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,3,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"A. rubripes",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"DGPC","class","manual"
"A. superciliosa","A. superciliosa","A. superciliosa","full_name",1,FALSE,"bird","V2","Aves","Anas superciliosa","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,8,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"A. superciliosa",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"DGPM","class","manual"
"A. wyvilliana","A. wyvilliana","A. wyvilliana","full_name",1,FALSE,"bird","V2","Aves","Anas wyvilliana","CLASS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Aves</i>","HIGHERRANK",100,3,"Eukaryota",NA,NA,"Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda",NA,"CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"A. wyvilliana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"DGPR","class","manual"
"Abeillia abeillei","Abeillia abeillei","Abeillia abeillei","full_name",1,FALSE,"bird","8JWF","Abeillia abeillei (R. Lesson & Delattre, 1839)","Abeillia abeillei","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Abeillia</i> <i>abeillei</i> (R. Lesson & Delattre, 1839)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Abeillia abeillei",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(R. Lesson & Delattre, 1839)","Abeillia","abeillei","Apodiformes","Trochilidae","Trochilinae","Abeillia","Abeillia abeillei","Q9","HHZ","KGD","LLT","8JWF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8JWF","class","matched"
"Abroscopus albogularis","Abroscopus albogularis","Abroscopus albogularis","full_name",1,FALSE,"bird","8M9J","Abroscopus albogularis (F. Moore, 1854)","Abroscopus albogularis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Abroscopus</i> <i>albogularis</i> (F. Moore, 1854)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Abroscopus albogularis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(F. Moore, 1854)","Abroscopus","albogularis","Passeriformes","Cettiidae",NA,"Abroscopus","Abroscopus albogularis","3RL","7Y5",NA,"LRV","8M9J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8M9J","class","matched"
"Abroscopus superciliaris","Abroscopus superciliaris","Abroscopus superciliaris","full_name",1,FALSE,"bird","8M9L","Abroscopus superciliaris (Blyth, 1859)","Abroscopus superciliaris","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Abroscopus</i> <i>superciliaris</i> (Blyth, 1859)","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Abroscopus superciliaris",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Blyth, 1859)","Abroscopus","superciliaris","Passeriformes","Cettiidae",NA,"Abroscopus","Abroscopus superciliaris","3RL","7Y5",NA,"LRV","8M9L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8M9L","class","matched"
"Acanthagenys rufogularis","Acanthagenys rufogularis","Acanthagenys rufogularis","full_name",1,FALSE,"bird","8SZJ","Acanthagenys rufogularis Gould, 1838","Acanthagenys rufogularis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthagenys</i> <i>rufogularis</i> Gould, 1838","EXACT",100,16,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthagenys rufogularis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Gould, 1838","Acanthagenys","rufogularis","Passeriformes","Meliphagidae",NA,"Acanthagenys","Acanthagenys rufogularis","3RL","CKJ",NA,"LYB","8SZJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8SZJ","class","matched"
"Acanthis flammea","Acanthis flammea","Acanthis flammea","full_name",1,FALSE,"bird","8TTP","Acanthis flammea (Linnaeus, 1758)","Acanthis flammea","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthis</i> <i>flammea</i> (Linnaeus, 1758)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthis flammea",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Linnaeus, 1758)","Acanthis","flammea","Passeriformes","Fringillidae",NA,"Acanthis","Acanthis flammea","3RL","6244D",NA,"M2J","8TTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8TTP","class","matched"
"Acanthis hornemanni","Acanthis hornemanni","Acanthis hornemanni","full_name",1,FALSE,"bird","8TTQ","Acanthis hornemanni (Holböll, 1843)","Acanthis hornemanni","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthis</i> <i>hornemanni</i> (Holböll, 1843)","EXACT",100,14,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthis hornemanni",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Holböll, 1843)","Acanthis","hornemanni","Passeriformes","Fringillidae",NA,"Acanthis","Acanthis hornemanni","3RL","6244D",NA,"M2J","8TTQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8TTQ","class","matched"
"Acanthis sp.","Acanthis sp.","Acanthis","higher_rank_expected",1,FALSE,"bird","M2J","Acanthis von Borkhausen, 1797","Acanthis","GENUS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthis</i> von Borkhausen, 1797","EXACT",98,36,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"von Borkhausen, 1797",NA,NA,"Passeriformes","Fringillidae",NA,"Acanthis",NA,"3RL","6244D",NA,"M2J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"M2J","class","matched"
"Acanthiza apicalis","Acanthiza apicalis","Acanthiza apicalis","full_name",1,FALSE,"bird","64D2Q","Acanthiza apicalis Gould, 1847","Acanthiza apicalis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>apicalis</i> Gould, 1847","EXACT",100,9,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza apicalis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Gould, 1847","Acanthiza","apicalis","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza apicalis","3RL","6232S",NA,"M2S","64D2Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64D2Q","class","matched"
"Acanthiza apicalis albiventris","Acanthiza apicalis albiventris","Acanthiza apicalis albiventris","full_name",1,FALSE,"bird","5FCHN","Acanthiza apicalis albiventris North, 1904","Acanthiza apicalis albiventris","SUBSPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>apicalis</i> <i>albiventris</i> North, 1904","EXACT",100,15,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza apicalis albiventris",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"North, 1904","Acanthiza","apicalis","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza apicalis","3RL","6232S",NA,"M2S","64D2Q","albiventris","Acanthiza apicalis albiventris","5FCHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"5FCHN","class","matched"
"Acanthiza chrysorrhoa","Acanthiza chrysorrhoa","Acanthiza chrysorrhoa","full_name",1,FALSE,"bird","64D32","Acanthiza chrysorrhoa (Quoy & Gaimard, 1832)","Acanthiza chrysorrhoa","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>chrysorrhoa</i> (Quoy & Gaimard, 1832)","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza chrysorrhoa",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Quoy & Gaimard, 1832)","Acanthiza","chrysorrhoa","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza chrysorrhoa","3RL","6232S",NA,"M2S","64D32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64D32","class","matched"
"Acanthiza ewingii","Acanthiza ewingii","Acanthiza ewingii","full_name",1,FALSE,"bird","64CQP","Acanthiza ewingii Gould, 1844","Acanthiza ewingii","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>ewingii</i> Gould, 1844","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza ewingii",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Gould, 1844","Acanthiza","ewingii","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza ewingii","3RL","6232S",NA,"M2S","64CQP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64CQP","class","matched"
"Acanthiza inornata","Acanthiza inornata","Acanthiza inornata","full_name",1,FALSE,"bird","64D2P","Acanthiza inornata Gould, 1841","Acanthiza inornata","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>inornata</i> Gould, 1841","EXACT",100,13,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza inornata",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Gould, 1841","Acanthiza","inornata","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza inornata","3RL","6232S",NA,"M2S","64D2P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64D2P","class","matched"
"Acanthiza iredalei","Acanthiza iredalei","Acanthiza iredalei","full_name",1,FALSE,"bird","64CQS","Acanthiza iredalei Mathews, 1911","Acanthiza iredalei","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>iredalei</i> Mathews, 1911","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza iredalei",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Mathews, 1911","Acanthiza","iredalei","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza iredalei","3RL","6232S",NA,"M2S","64CQS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64CQS","class","matched"
"Acanthiza katherina","Acanthiza katherina","Acanthiza katherina","full_name",1,FALSE,"bird","64CR4","Acanthiza katherina De Vis, 1905","Acanthiza katherina","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>katherina</i> De Vis, 1905","EXACT",100,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza katherina",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"De Vis, 1905","Acanthiza","katherina","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza katherina","3RL","6232S",NA,"M2S","64CR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64CR4","class","matched"
"Acanthiza lineata","Acanthiza lineata","Acanthiza lineata","full_name",1,FALSE,"bird","64D2S","Acanthiza lineata Gould, 1838","Acanthiza lineata","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>lineata</i> Gould, 1838","EXACT",100,10,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza lineata",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Gould, 1838","Acanthiza","lineata","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza lineata","3RL","6232S",NA,"M2S","64D2S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64D2S","class","matched"
"Acanthiza nana","Acanthiza nana","Acanthiza nana","full_name",1,FALSE,"bird","64CQR","Acanthiza nana Vigors & Horsfield, 1827","Acanthiza nana","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>nana</i> Vigors & Horsfield, 1827","EXACT",100,14,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza nana",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Vigors & Horsfield, 1827","Acanthiza","nana","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza nana","3RL","6232S",NA,"M2S","64CQR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64CQR","class","matched"
"Acanthiza pusilla","Acanthiza pusilla","Acanthiza pusilla","full_name",1,FALSE,"bird","64CR3","Acanthiza pusilla (Shaw, 1790)","Acanthiza pusilla","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>pusilla</i> (Shaw, 1790)","EXACT",100,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza pusilla",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"(Shaw, 1790)","Acanthiza","pusilla","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza pusilla","3RL","6232S",NA,"M2S","64CR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64CR3","class","matched"
"Acanthiza reguloides","Acanthiza reguloides","Acanthiza reguloides","full_name",1,FALSE,"bird","64D2R","Acanthiza reguloides Vigors & Horsfield, 1827","Acanthiza reguloides","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>reguloides</i> Vigors & Horsfield, 1827","EXACT",100,12,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza reguloides",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Vigors & Horsfield, 1827","Acanthiza","reguloides","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza reguloides","3RL","6232S",NA,"M2S","64D2R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64D2R","class","matched"
"Acanthiza robustirostris","Acanthiza robustirostris","Acanthiza robustirostris","full_name",1,FALSE,"bird","64D33","Acanthiza robustirostris Milligan, 1903","Acanthiza robustirostris","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>robustirostris</i> Milligan, 1903","EXACT",100,6,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza robustirostris",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Milligan, 1903","Acanthiza","robustirostris","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza robustirostris","3RL","6232S",NA,"M2S","64D33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"64D33","class","matched"
"Acanthiza sp.","Acanthiza sp.","Acanthiza","higher_rank_expected",1,FALSE,"bird","M2S","Acanthiza Vigors & Horsfield, 1827","Acanthiza","GENUS","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> Vigors & Horsfield, 1827","EXACT",98,41,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Vigors & Horsfield, 1827",NA,NA,"Passeriformes","Acanthizidae",NA,"Acanthiza",NA,"3RL","6232S",NA,"M2S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"M2S","class","matched"
"Acanthiza uropygialis","Acanthiza uropygialis","Acanthiza uropygialis","full_name",1,FALSE,"bird","8TV2","Acanthiza uropygialis Gould, 1838","Acanthiza uropygialis","SPECIES","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthiza</i> <i>uropygialis</i> Gould, 1838","EXACT",100,7,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthiza uropygialis",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Gould, 1838","Acanthiza","uropygialis","Passeriformes","Acanthizidae",NA,"Acanthiza","Acanthiza uropygialis","3RL","6232S",NA,"M2S","8TV2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"8TV2","class","matched"
"Acanthizidae sp.","Acanthizidae sp.","Acanthizidae","higher_rank_expected",1,FALSE,"bird","6232S","Acanthizidae Bonaparte, 1854","Acanthizidae","FAMILY","ZOOLOGICAL","ACCEPTED","SCIENTIFIC","<i>Acanthizidae</i> Bonaparte, 1854","EXACT",98,11,"Eukaryota","Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Tetrapoda","Aves","CS5HF","N","CH2","8V4V3","8V4V5","8VVWB","9CK8W","V2",FALSE,"Acanthizidae",NA,NA,"Aves","7ddf754f-d193-4cc9-b351-99906754a03b",FALSE,"Bonaparte, 1854",NA,NA,"Passeriformes","Acanthizidae",NA,NA,NA,"3RL","6232S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"6232S","class","matched"
